source;target;number;playerName;age;position;value;transferFee;season;loanEnd;loanStart;loanFee;sourceOriginal;targetOriginal;transferFeeOriginal
Fortuna Düsseldorf;Bayer 05 Uerdingen;6258;Dirk Krümpelmann;24;mid;NA;200000;1991;0;0;NA;Fortuna Düsseldorf;Bayer 05 Uerdingen;200 Tsd. €
Fortuna Düsseldorf;Bayer 05 Uerdingen;6259;Richard Walz;23;mid;NA;200000;1991;0;0;NA;Fortuna Düsseldorf;Bayer 05 Uerdingen;200 Tsd. €
Fortuna Düsseldorf;SC Fortuna Köln;6260;Bernd Klotz;32;fwd;NA;50000;1991;0;0;NA;Fortuna Düsseldorf;SC Fortuna Köln;50 Tsd. €
Fortuna Düsseldorf;Unbekannt;6261;Jörg Spillmann;29;mid;NA;NA;1991;0;0;NA;Fortuna Düsseldorf;Unbekannt;?
Fortuna Düsseldorf;FC Remscheid;6262;Oliver Sturm;20;mid;NA;NA;1991;0;0;NA;Fortuna Düsseldorf;FC Remscheid;?
Fortuna Düsseldorf;1.FC Monheim;6263;Andreas Kaiser;27;mid;NA;NA;1991;0;0;NA;Fortuna Düsseldorf;1.FC Monheim;?
Fortuna Düsseldorf;Fortuna Düsseldorf;6264;Oliver Ebersbach;21;fwd;NA;0;1991;0;0;NA;Fortuna Düsseldorf;Fortuna Düsseldorf II;-
Bayer 04 Leverkusen;SG Dynamo Dresden;6265;Oliver Pagé;20;def;NA;190000;1991;0;0;NA;Bayer 04 Leverkusen;SG Dynamo Dresden;190 Tsd. €
FC Energie Cottbus;SG Dynamo Dresden;6266;Jens Melzig;25;def;NA;125000;1991;0;0;NA;FC Energie Cottbus;SG Dynamo Dresden;125 Tsd. €
FC Sachsen Leipzig;SG Dynamo Dresden;6267;René Müller;32;gkp;NA;50000;1991;0;0;NA;FC Sachsen Leipzig;SG Dynamo Dresden;50 Tsd. €
FC St. Pauli;SG Dynamo Dresden;6268;Dirk Zander;26;mid;NA;NA;1991;0;0;NA;FC St. Pauli;SG Dynamo Dresden;?
FC Victoria 91 Frankfurt (Oder);SG Dynamo Dresden;6269;Frank Schulze;21;gkp;NA;NA;1991;0;0;NA;FC Victoria 91 Frankfurt (Oder);SG Dynamo Dresden;?
1.FC Magdeburg;SG Dynamo Dresden;6270;Uwe Jähnig;21;fwd;NA;0;1991;1;0;NA;1.FC Magdeburg;SG Dynamo Dresden;Leih-Ende30.06.1991
SG Dynamo Dresden;Dresdner SC;6271;Andreas Trautmann;32;def;NA;0;1991;0;0;NA;SG Dynamo Dresden;Dresdner SC;ablösefrei
SG Dynamo Dresden;VfB Leipzig;6272;Nico Däbritz;20;mid;NA;0;1991;0;0;NA;SG Dynamo Dresden;VfB Leipzig;ablösefrei
SG Dynamo Dresden;Ulsan Hyundai;6273;Frank Lieberam;29;def;NA;NA;1991;0;0;NA;SG Dynamo Dresden;Ulsan Hyundai;?
SG Dynamo Dresden;FC Hansa Rostock;6274;Thomas Köhler;24;gkp;NA;NA;1991;0;0;NA;SG Dynamo Dresden;FC Hansa Rostock;?
SG Dynamo Dresden;Karriereende;6275;Ralf Minge;30;fwd;NA;0;1991;0;0;NA;SG Dynamo Dresden;Karriereende;-
Dnipro Dnipropetrovsk;SG Wattenscheid 09;6276;Andriy Sidelnikov;24;def;NA;500000;1991;0;0;NA;Dnipro Dnipropetrovsk;SG Wattenscheid 09;500 Tsd. €
1.FC Kaiserslautern;SG Wattenscheid 09;6277;Markus Schupp;25;mid;NA;250000;1991;0;0;NA;1.FC Kaiserslautern;SG Wattenscheid 09;250 Tsd. €
Hertha BSC;SG Wattenscheid 09;6278;René Unglaube;25;fwd;NA;200000;1991;0;0;NA;Hertha BSC;SG Wattenscheid 09;200 Tsd. €
Borussia Dortmund;SG Wattenscheid 09;6279;Andreas Müller;19;mid;NA;100000;1991;0;0;NA;Borussia Dortmund;SG Wattenscheid 09;100 Tsd. €
1.FC Kaiserslautern;SG Wattenscheid 09;6280;Bernhard Winkler;25;fwd;NA;0;1991;0;1;NA;1.FC Kaiserslautern;SG Wattenscheid 09;Leihe
Hertha BSC;SG Wattenscheid 09;6281;Dirk Greiser;28;def;NA;NA;1991;0;0;NA;Hertha BSC;SG Wattenscheid 09;?
SV Darmstadt 98;SG Wattenscheid 09;6282;Roger Prinzen;22;def;NA;NA;1991;0;0;NA;SV Darmstadt 98;SG Wattenscheid 09;?
Unbekannt;SG Wattenscheid 09;6283;Andreas Hill;24;mid;NA;NA;1991;0;0;NA;Unbekannt;SG Wattenscheid 09;?
SG Wattenscheid 09;SG Wattenscheid 09;6284;Robert Trenner;18;fwd;NA;0;1991;0;0;NA;SG Wattenscheid 09 U19;SG Wattenscheid 09;-
Rot-Weiss Essen;SG Wattenscheid 09;6285;Srdjan Jankovic;31;fwd;NA;0;1991;1;0;NA;Rot-Weiss Essen;SG Wattenscheid 09;Leih-Ende30.06.1991
SG Wattenscheid 09;VfL Bochum;6286;Dirk Kontny;25;mid;NA;NA;1991;0;0;NA;SG Wattenscheid 09;VfL Bochum;?
SG Wattenscheid 09;SC Fortuna Köln;6287;Werner Schmitz;21;fwd;NA;NA;1991;0;0;NA;SG Wattenscheid 09;SC Fortuna Köln;?
SG Wattenscheid 09;FC Remscheid;6288;Martin Reimann;28;def;NA;NA;1991;0;0;NA;SG Wattenscheid 09;FC Remscheid;?
SG Wattenscheid 09;Grasshopper Club Zürich;6289;Harald Kohr;29;fwd;NA;0;1991;1;0;NA;SG Wattenscheid 09;Grasshopper Club Zürich;Leih-Ende30.06.1991
VfL Bochum;SV Werder Bremen;6290;Thorsten Legat;22;mid;NA;1200000;1991;0;0;NA;VfL Bochum;SV Werder Bremen;1,20 Mio. €
VfL Bochum;SV Werder Bremen;6291;Stefan Kohn;25;fwd;NA;700000;1991;0;0;NA;VfL Bochum;SV Werder Bremen;700 Tsd. €
Rotation Leipzig;SV Werder Bremen;6292;Kay Wenschlag;21;def;NA;50000;1991;0;0;NA;Rotation Leipzig;SV Werder Bremen;50 Tsd. €
SV Werder Bremen;SV Werder Bremen;6293;Lars Unger;18;mid;NA;0;1991;0;0;NA;SV Werder Bremen U19;SV Werder Bremen;-
SV Werder Bremen;SV Werder Bremen;6294;Martin Przondziono;22;mid;NA;0;1991;0;0;NA;SV Werder Bremen II;SV Werder Bremen;-
SV Werder Bremen;SV Werder Bremen;6295;Chad Deering;20;mid;NA;0;1991;0;0;NA;SV Werder Bremen II;SV Werder Bremen;-
SV Werder Bremen;SV Werder Bremen;6296;Markus Witossek;19;def;NA;0;1991;0;0;NA;SV Werder Bremen II;SV Werder Bremen;-
SV Werder Bremen;Hannover 96;6297;Oliver Freund;21;mid;NA;0;1991;0;1;NA;SV Werder Bremen;Hannover 96;Leihe
Hallescher FC;VfL Bochum;6298;Dariusz Wosz;22;mid;NA;400000;1991;0;0;NA;Hallescher FC;VfL Bochum;400 Tsd. €
1.FC Nürnberg;VfL Bochum;6299;Frank Türr;20;fwd;NA;400000;1991;0;0;NA;1.FC Nürnberg;VfL Bochum;400 Tsd. €
Bayer 05 Uerdingen;VfL Bochum;6300;Michael Klauß;20;fwd;NA;400000;1991;0;0;NA;Bayer 05 Uerdingen;VfL Bochum;400 Tsd. €
FC Berlin;VfL Bochum;6301;Heiko Bonan;25;mid;NA;350000;1991;0;0;NA;FC Berlin;VfL Bochum;350 Tsd. €
FC Energie Cottbus;VfL Bochum;6302;Jörg Schwanke;22;mid;NA;140000;1991;0;0;NA;FC Energie Cottbus;VfL Bochum;140 Tsd. €
SG Wattenscheid 09;VfL Bochum;6303;Dirk Kontny;25;mid;NA;NA;1991;0;0;NA;SG Wattenscheid 09;VfL Bochum;?
Unbekannt;VfL Bochum;6304;Oti;21;def;NA;NA;1991;0;0;NA;Unbekannt;VfL Bochum;?
FC St. Pauli;VfL Bochum;6305;Ivo Knoflicek;29;fwd;NA;NA;1991;0;0;NA;FC St. Pauli;VfL Bochum;?
VfL Bochum;SV Werder Bremen;6306;Thorsten Legat;22;mid;NA;1200000;1991;0;0;NA;VfL Bochum;SV Werder Bremen;1,20 Mio. €
VfL Bochum;SV Werder Bremen;6307;Stefan Kohn;25;fwd;NA;700000;1991;0;0;NA;VfL Bochum;SV Werder Bremen;700 Tsd. €
VfL Bochum;FC Schalke 04;6308;Uwe Leifeld;24;fwd;NA;250000;1991;0;0;NA;VfL Bochum;FC Schalke 04;250 Tsd. €
VfL Bochum;FSV Gevelsberg;6309;Martin Slawinski;21;mid;NA;0;1991;0;0;NA;VfL Bochum;FSV Gevelsberg;ablösefrei
VfL Bochum;VfB Lübeck;6310;Elard Ostermann;22;mid;NA;25000;1991;0;0;NA;VfL Bochum;VfB Lübeck;25 Tsd. €
VfL Bochum;SC Fortuna Köln;6311;Dirk Kontny;26;mid;NA;NA;1991;0;0;NA;VfL Bochum;SC Fortuna Köln;?
VfL Bochum;Zaglebie Lubin;6312;Maciej Sliwowski;24;fwd;NA;NA;1991;0;0;NA;VfL Bochum;Zaglebie Lubin;?
VfL Bochum;SpVgg Erkenschwick;6313;Meinolf Mehls;25;mid;NA;NA;1991;0;0;NA;VfL Bochum;SpVgg Erkenschwick;?
VfL Bochum;VfR Sölde;6314;Adam Woitynek;22;fwd;NA;NA;1991;0;0;NA;VfL Bochum;VfR Sölde;?
VfL Bochum;SC Freiburg;6315;Carsten Eisenmenger;24;gkp;NA;NA;1991;0;0;NA;VfL Bochum;SC Freiburg;?
VfL Bochum;Arminia Bielefeld;6316;Andreas Ridder;26;def;NA;NA;1991;0;0;NA;VfL Bochum;Arminia Bielefeld;?
VfL Bochum;Bayer 04 Leverkusen;6317;Josef Nehl;30;mid;NA;NA;1991;0;0;NA;VfL Bochum;Bayer 04 Leverkusen;?
VfL Bochum;Karriereende;6318;Walter Oswald;35;mid;NA;0;1991;0;0;NA;VfL Bochum;Karriereende;-
FK Proleter Zrenjanin;VfB Stuttgart;6319;Slobodan Dubajic;28;def;NA;125000;1991;0;0;NA;FK Proleter Zrenjanin;VfB Stuttgart;125 Tsd. €
Eintracht Haiger;VfB Stuttgart;6320;Harald Preuß;22;def;NA;0;1991;0;0;NA;Eintracht Haiger;VfB Stuttgart;ablösefrei
Bayer 05 Uerdingen;VfB Stuttgart;6321;Siegfried Grüninger;32;gkp;NA;NA;1991;0;0;NA;Bayer 05 Uerdingen;VfB Stuttgart;?
VfB Stuttgart;VfB Stuttgart;6322;Thomas Schneider;18;def;NA;0;1991;0;0;NA;VfB Stuttgart U19;VfB Stuttgart;-
VfB Stuttgart;VfB Stuttgart;6323;Michael Mayer;20;mid;NA;0;1991;0;0;NA;VfB Stuttgart II;VfB Stuttgart;-
VfB Stuttgart;Hamburger SV;6324;Jürgen Hartmann;28;mid;NA;650000;1991;0;0;NA;VfB Stuttgart;Hamburger SV;650 Tsd. €
VfB Stuttgart;SV Waldhof Mannheim;6325;Manfred Schnalke;26;mid;NA;250000;1991;0;0;NA;VfB Stuttgart;SV Waldhof Mannheim;250 Tsd. €
VfB Stuttgart;Bayer 05 Uerdingen;6326;Axel Jüptner;22;mid;NA;110000;1991;0;0;NA;VfB Stuttgart;Bayer 05 Uerdingen;110 Tsd. €
VfB Stuttgart;Club Atlético Vélez Sarsfield;6327;José Basualdo;28;mid;NA;NA;1991;0;0;NA;VfB Stuttgart;Club Atlético Vélez Sarsfield;?
VfB Stuttgart;Karriereende;6328;Karl Allgöwer;34;mid;NA;0;1991;0;0;NA;VfB Stuttgart;Karriereende;-
FC Banik Ostrau;Stuttgarter Kickers;6329;Karel Kula;27;mid;NA;350000;1991;0;0;NA;FC Banik Ostrau;Stuttgarter Kickers;350 Tsd. €
Wiener Sport-Club;Stuttgarter Kickers;6330;Claus Reitmaier;27;gkp;NA;125000;1991;0;0;NA;Wiener Sport-Club;Stuttgarter Kickers;125 Tsd. €
Hallescher FC;Stuttgarter Kickers;6331;Karsten Neitzel;23;mid;NA;0;1991;0;0;NA;Hallescher FC;Stuttgarter Kickers;ablösefrei
FV Donaueschingen;Stuttgarter Kickers;6332;Robert Hofacker;23;mid;NA;25000;1991;0;0;NA;FV Donaueschingen;Stuttgarter Kickers;25 Tsd. €
TuS Hoisdorf;Stuttgarter Kickers;6333;Jens-Peter Fischer;25;mid;NA;25000;1991;0;0;NA;TuS Hoisdorf;Stuttgarter Kickers;25 Tsd. €
FC Marbach;Stuttgarter Kickers;6334;Andreas Krause;23;def;NA;25000;1991;0;0;NA;FC Marbach;Stuttgarter Kickers;25 Tsd. €
Unbekannt;Stuttgarter Kickers;6335;Thomas Ziller;19;mid;NA;NA;1991;0;0;NA;Unbekannt;Stuttgarter Kickers;?
Greifswalder SC;Stuttgarter Kickers;6336;Sven Berkenhagen;24;fwd;NA;NA;1991;0;0;NA;Greifswalder SC;Stuttgarter Kickers;?
1.FC Köln;Stuttgarter Kickers;6337;Adrian Spyrka;24;mid;NA;0;1991;0;1;NA;1.FC Köln;Stuttgarter Kickers;Leihe
VfB Stuttgart;Stuttgarter Kickers;6338;Thomas Richter;20;def;NA;NA;1991;0;0;NA;VfB Stuttgart II;Stuttgarter Kickers;?
FC Schalke 04;Stuttgarter Kickers;6339;Thorsten Wörsdörfer;23;def;NA;NA;1991;0;0;NA;FC Schalke 04;Stuttgarter Kickers;?
Stuttgarter Kickers;1.FC Nürnberg;6340;Dirk Fengler;21;mid;NA;500000;1991;0;0;NA;Stuttgarter Kickers;1.FC Nürnberg;500 Tsd. €
Stuttgarter Kickers;SSV Reutlingen 05;6341;Thomas Winter;23;mid;NA;0;1991;0;0;NA;Stuttgarter Kickers;SSV Reutlingen 05;ablösefrei
Stuttgarter Kickers;1.FC Saarbrücken;6342;Stefan Brasas;23;gkp;NA;0;1991;0;0;NA;Stuttgarter Kickers;1.FC Saarbrücken;ablösefrei
Stuttgarter Kickers;Unbekannt;6343;Dragan Terzic;20;fwd;NA;NA;1991;0;0;NA;Stuttgarter Kickers;Unbekannt;?
Stuttgarter Kickers;Unbekannt;6344;Hubertus Becker;26;mid;NA;NA;1991;0;0;NA;Stuttgarter Kickers;Unbekannt;?
Stuttgarter Kickers;Górnik Zabrze;6345;Tomasz Nowok;21;mid;NA;NA;1991;0;0;NA;Stuttgarter Kickers;Górnik Zabrze;?
Stuttgarter Kickers;SSV Ulm 1846;6346;Ralf Allgöwer;27;fwd;NA;NA;1991;0;0;NA;Stuttgarter Kickers;SSV Ulm 1846;?
Stuttgarter Kickers;TSF Ditzingen;6347;Andreas Broß;20;mid;NA;NA;1991;0;0;NA;Stuttgarter Kickers;TSF Ditzingen;?
Stuttgarter Kickers;Karriereende;6348;Bernd Grabosch;32;mid;NA;0;1991;0;0;NA;Stuttgarter Kickers;Karriereende;-
Stuttgarter Kickers;Karriereende;6349;Heribert Stadler;27;def;NA;0;1991;0;0;NA;Stuttgarter Kickers;Karriereende;-
Stuttgarter Kickers;Karriereende;6350;Gregor Grillemeier;32;fwd;NA;0;1991;0;0;NA;Stuttgarter Kickers;Karriereende;-
SC Freiburg;MSV Duisburg;6351;Niels Schlotterbeck;24;mid;NA;250000;1991;0;0;NA;SC Freiburg;MSV Duisburg;250 Tsd. €
1.FC Köln;MSV Duisburg;6352;Andreas Gielchen;26;def;NA;250000;1991;0;0;NA;1.FC Köln;MSV Duisburg;250 Tsd. €
FC Schalke 04;MSV Duisburg;6353;Volodymyr Lyutyi;29;fwd;NA;50000;1991;0;0;NA;FC Schalke 04;MSV Duisburg;50 Tsd. €
VfL Osnabrück;MSV Duisburg;6354;Wolfgang Kellner;28;gkp;NA;0;1991;0;0;NA;VfL Osnabrück;MSV Duisburg;ablösefrei
ASC Schöppingen;MSV Duisburg;6355;Alfred Nijhuis;25;def;NA;25000;1991;0;0;NA;ASC Schöppingen;MSV Duisburg;25 Tsd. €
Slavia Sofia;MSV Duisburg;6356;Alexandar Bonchev;26;fwd;NA;NA;1991;0;0;NA;Slavia Sofia;MSV Duisburg;?
MSV Duisburg;MSV Duisburg;6357;Manfred Tebeck;21;mid;NA;0;1991;0;0;NA;MSV Duisburg II;MSV Duisburg;-
MSV Duisburg;Wuppertaler SV;6358;Jörg Beyel;21;fwd;NA;0;1991;0;0;NA;MSV Duisburg;Wuppertaler SV;ablösefrei
MSV Duisburg;FC Hansa Rostock;6359;Niels Schlotterbeck;24;mid;NA;NA;1991;0;0;NA;MSV Duisburg;FC Hansa Rostock;?
MSV Duisburg;FC Remscheid;6360;Pietro Callea;21;mid;NA;NA;1991;0;0;NA;MSV Duisburg;FC Remscheid;?
MSV Duisburg;FC Remscheid;6361;Kemal Alispahic;26;mid;NA;NA;1991;0;0;NA;MSV Duisburg;FC Remscheid;?
Bayer 05 Uerdingen;Karlsruher SC;6362;Wolfgang Rolff;31;mid;NA;300000;1991;0;0;NA;Bayer 05 Uerdingen;Karlsruher SC;300 Tsd. €
FC Berlin;Karlsruher SC;6363;Burkhard Reich;26;def;NA;225000;1991;0;0;NA;FC Berlin;Karlsruher SC;225 Tsd. €
Spartak Vladikavkaz;Karlsruher SC;6364;Peter Neustädter;25;def;NA;0;1991;0;0;NA;Spartak Vladikavkaz;Karlsruher SC;ablösefrei
SV Bernbach;Karlsruher SC;6365;Rainer Krieg;23;fwd;NA;0;1991;0;0;NA;SV Bernbach;Karlsruher SC;ablösefrei
Eintracht Braunschweig;Karlsruher SC;6366;Dirk Schuster;23;def;NA;0;1991;0;0;NA;Eintracht Braunschweig;Karlsruher SC;ablösefrei
VfB Gaggenau;Karlsruher SC;6367;Matthias Fritz;21;mid;NA;25000;1991;0;0;NA;VfB Gaggenau;Karlsruher SC;25 Tsd. €
Spartak Moskau;Karlsruher SC;6368;Valeri Shmarov;26;fwd;NA;NA;1991;0;0;NA;Spartak Moskau;Karlsruher SC;?
VfB Stuttgart;Karlsruher SC;6369;Thomas Walter;24;gkp;NA;NA;1991;0;0;NA;VfB Stuttgart II;Karlsruher SC;?
TSV 1860 München;Karlsruher SC;6370;André Brückner;25;mid;NA;NA;1991;0;0;NA;TSV 1860 München;Karlsruher SC;?
Karlsruher SC;Karlsruher SC;6371;Jens Nowotny;18;def;NA;0;1991;0;0;NA;Karlsruher SC U19;Karlsruher SC;-
SV Waldhof Mannheim;Karlsruher SC;6372;Frank Kastner;21;def;NA;0;1991;1;0;NA;SV Waldhof Mannheim;Karlsruher SC;Leih-Ende30.06.1991
Karlsruher SC;FC Bayern München;6373;Oliver Kreuzer;25;def;NA;2350000;1991;0;0;NA;Karlsruher SC;FC Bayern München;2,35 Mio. €
Karlsruher SC;SK Vorwärts Steyr;6374;Frank Kastner;21;def;NA;125000;1991;0;0;NA;Karlsruher SC;SK Vorwärts Steyr;125 Tsd. €
Karlsruher SC;SV Waldhof Mannheim;6375;Matthias Lust;21;mid;NA;0;1991;0;0;NA;Karlsruher SC;SV Waldhof Mannheim;ablösefrei
Karlsruher SC;ASV Durlach;6376;Wolfgang Trapp;33;mid;NA;NA;1991;0;0;NA;Karlsruher SC;ASV Durlach;?
Karlsruher SC;SV Wehen;6377;Thomas Süss;29;def;NA;NA;1991;0;0;NA;Karlsruher SC;SV Wehen;?
Karlsruher SC;Unbekannt;6378;Jener Külbag;23;def;NA;NA;1991;0;0;NA;Karlsruher SC;Unbekannt;?
Karlsruher SC;Vasco da Gama Rio de Janeiro;6379;Geovani Silva;27;mid;NA;NA;1991;0;0;NA;Karlsruher SC;Vasco da Gama Rio de Janeiro;?
VfB Stuttgart;Hamburger SV;6380;Jürgen Hartmann;28;mid;NA;650000;1991;0;0;NA;VfB Stuttgart;Hamburger SV;650 Tsd. €
Bologna FC 1909;Hamburger SV;6381;Herbert Waas;27;fwd;NA;75000;1991;0;1;75000;Bologna FC 1909;Hamburger SV;Leihgebühr:75 Tsd. €
FC Bellinzago;Hamburger SV;6382;Emerson;17;fwd;NA;0;1991;0;0;NA;FC Bellinzago;Hamburger SV;ablösefrei
1.FC Kaiserslautern;Hamburger SV;6383;Uwe Eckel;24;fwd;NA;50000;1991;0;0;NA;1.FC Kaiserslautern;Hamburger SV;50 Tsd. €
Holstein Kiel;Hamburger SV;6384;Henning Hardt;20;def;NA;25000;1991;0;0;NA;Holstein Kiel;Hamburger SV;25 Tsd. €
Górnik Zabrze;Hamburger SV;6385;Richard Cyron;26;fwd;NA;NA;1991;0;0;NA;Górnik Zabrze;Hamburger SV;?
Hamburger SV;Hamburger SV;6386;Stefan Schnoor;20;def;NA;0;1991;0;0;NA;Hamburger SV II;Hamburger SV;-
Hamburger SV;Hamburger SV;6387;Andreas Reinke;22;gkp;NA;0;1991;0;0;NA;Hamburger SV II;Hamburger SV;-
Hamburger SV;Lazio Rom;6388;Thomas Doll;25;mid;NA;7500000;1991;0;0;NA;Hamburger SV;Lazio Rom;7,50 Mio. €
Hamburger SV;FC Schalke 04;6389;Sascha Jusufi;28;mid;NA;350000;1991;0;0;NA;Hamburger SV;FC Schalke 04;350 Tsd. €
Hamburger SV;Hannover 96;6390;Michael Koch;21;fwd;NA;25000;1991;0;0;NA;Hamburger SV;Hannover 96;25 Tsd. €
Hamburger SV;FC St. Pauli;6391;Torsten Fröhling;24;def;NA;NA;1991;0;0;NA;Hamburger SV;FC St. Pauli;?
Hamburger SV;Karriereende;6392;Manfred Kaltz;38;def;NA;0;1991;0;0;NA;Hamburger SV;Karriereende;-
Bayer 05 Uerdingen;1.FC Kaiserslautern;6393;Marcel Witeczek;22;fwd;NA;950000;1991;0;0;NA;Bayer 05 Uerdingen;1.FC Kaiserslautern;950 Tsd. €
Bayer 05 Uerdingen;1.FC Kaiserslautern;6394;Wolfgang Funkel;32;def;NA;400000;1991;0;0;NA;Bayer 05 Uerdingen;1.FC Kaiserslautern;400 Tsd. €
Rot-Weiß Erfurt;1.FC Kaiserslautern;6395;Thomas Vogel;26;fwd;NA;375000;1991;0;0;NA;Rot-Weiß Erfurt;1.FC Kaiserslautern;375 Tsd. €
SC Freiburg;1.FC Kaiserslautern;6396;Oliver Schäfer;22;def;NA;215000;1991;0;0;NA;SC Freiburg;1.FC Kaiserslautern;215 Tsd. €
VfL 93 Hamburg;1.FC Kaiserslautern;6397;Jürgen Degen;23;fwd;NA;20000;1991;0;0;NA;VfL 93 Hamburg;1.FC Kaiserslautern;20 Tsd. €
1.FC Kaiserslautern;1.FC Kaiserslautern;6398;Elvis Hajradinovic;18;def;NA;0;1991;0;0;NA;1.FC Kaiserslautern U19;1.FC Kaiserslautern;-
Hannover 96;1.FC Kaiserslautern;6399;Uwe Eckel;24;fwd;NA;0;1991;1;0;NA;Hannover 96;1.FC Kaiserslautern;Leih-Ende30.06.1991
1.FC Kaiserslautern;FC Bayern München;6400;Bruno Labbadia;25;fwd;NA;800000;1991;0;0;NA;1.FC Kaiserslautern;FC Bayern München;800 Tsd. €
1.FC Kaiserslautern;1.FC Nürnberg;6401;Kay Friedmann;28;def;NA;400000;1991;0;0;NA;1.FC Kaiserslautern;1.FC Nürnberg;400 Tsd. €
1.FC Kaiserslautern;Borussia Mönchengladbach;6402;Joachim Stadler;21;def;NA;300000;1991;0;0;NA;1.FC Kaiserslautern;Borussia Mönchengladbach;300 Tsd. €
1.FC Kaiserslautern;SG Wattenscheid 09;6403;Markus Schupp;25;mid;NA;250000;1991;0;0;NA;1.FC Kaiserslautern;SG Wattenscheid 09;250 Tsd. €
1.FC Kaiserslautern;SV Waldhof Mannheim;6404;Thomas Renner;24;mid;NA;50000;1991;0;0;NA;1.FC Kaiserslautern;SV Waldhof Mannheim;50 Tsd. €
1.FC Kaiserslautern;Hamburger SV;6405;Uwe Eckel;24;fwd;NA;50000;1991;0;0;NA;1.FC Kaiserslautern;Hamburger SV;50 Tsd. €
1.FC Kaiserslautern;SG Wattenscheid 09;6406;Bernhard Winkler;25;fwd;NA;0;1991;0;1;NA;1.FC Kaiserslautern;SG Wattenscheid 09;Leihe
1.FC Kaiserslautern;FC Girondins Bordeaux;6407;Rainer Ernst;29;mid;NA;NA;1991;0;0;NA;1.FC Kaiserslautern;FC Girondins Bordeaux;?
1.FC Kaiserslautern;KSV Hessen Kassel;6408;Robert Zimmermann;28;mid;NA;NA;1991;0;0;NA;1.FC Kaiserslautern;KSV Hessen Kassel;?
Bröndby IF;FC Schalke 04;6409;Bent Christensen;24;fwd;NA;2500000;1991;0;0;NA;Bröndby IF;FC Schalke 04;2,50 Mio. €
Hamburger SV;FC Schalke 04;6410;Sascha Jusufi;28;mid;NA;350000;1991;0;0;NA;Hamburger SV;FC Schalke 04;350 Tsd. €
VfL Bochum;FC Schalke 04;6411;Uwe Leifeld;24;fwd;NA;250000;1991;0;0;NA;VfL Bochum;FC Schalke 04;250 Tsd. €
FC Berlin;FC Schalke 04;6412;Hendrik Herzog;22;def;NA;200000;1991;0;0;NA;FC Berlin;FC Schalke 04;200 Tsd. €
BSV Stahl 1950 Brandenburg;FC Schalke 04;6413;Steffen Freund;21;mid;NA;100000;1991;0;0;NA;BSV Stahl 1950 Brandenburg;FC Schalke 04;100 Tsd. €
FC Carl Zeiss Jena;FC Schalke 04;6414;Henning Bürger;21;mid;NA;0;1991;0;0;NA;FC Carl Zeiss Jena;FC Schalke 04;ablösefrei
FC Amberg;FC Schalke 04;6415;Andreas Gaber;18;mid;NA;0;1991;0;0;NA;FC Amberg;FC Schalke 04;ablösefrei
Blau-Weiß 90 Berlin;FC Schalke 04;6416;Holger Gehrke;31;gkp;NA;NA;1991;0;0;NA;Blau-Weiß 90 Berlin;FC Schalke 04;?
FC Schalke 04;FC Schalke 04;6417;Mark Schierenberg;18;mid;NA;0;1991;0;0;NA;FC Schalke 04 U19;FC Schalke 04;-
FC Schalke 04;FC Schalke 04;6418;Christof Osigus;18;gkp;NA;0;1991;0;0;NA;FC Schalke 04 U19;FC Schalke 04;-
FC Schalke 04;MSV Duisburg;6419;Volodymyr Lyutyi;29;fwd;NA;50000;1991;0;0;NA;FC Schalke 04;MSV Duisburg;50 Tsd. €
FC Schalke 04;1.FC Saarbrücken;6420;Thomas Zechel;26;mid;NA;NA;1991;0;0;NA;FC Schalke 04;1.FC Saarbrücken;?
FC Schalke 04;Schwarz-Weiß Essen;6421;Werner Ruthmann;21;def;NA;NA;1991;0;0;NA;FC Schalke 04;Schwarz-Weiß Essen;?
FC Schalke 04;Preußen Krefeld;6422;Jaroslaw Kotas;29;mid;NA;NA;1991;0;0;NA;FC Schalke 04;Preußen Krefeld;?
FC Schalke 04;Wuppertaler SV;6423;Siegmar Bieber;23;mid;NA;NA;1991;0;0;NA;FC Schalke 04;Wuppertaler SV;?
FC Schalke 04;Stuttgarter Kickers;6424;Thorsten Wörsdörfer;23;def;NA;NA;1991;0;0;NA;FC Schalke 04;Stuttgarter Kickers;?
FC Schalke 04;Karriereende;6425;Matthias Herget;35;def;NA;0;1991;0;0;NA;FC Schalke 04;Karriereende;-
FC Carl Zeiss Jena;FC Hansa Rostock;6426;Stefan Böger;25;def;NA;175000;1991;0;0;NA;FC Carl Zeiss Jena;FC Hansa Rostock;175 Tsd. €
Borussia Mönchengladbach;FC Hansa Rostock;6427;Michael Spies;25;mid;NA;150000;1991;0;0;NA;Borussia Mönchengladbach;FC Hansa Rostock;150 Tsd. €
Borussia Mönchengladbach;FC Hansa Rostock;6428;Frantisek Straka;33;def;NA;150000;1991;0;0;NA;Borussia Mönchengladbach;FC Hansa Rostock;150 Tsd. €
SK Sigma Olmütz;FC Hansa Rostock;6429;Roman Sedlacek;28;fwd;NA;150000;1991;0;0;NA;SK Sigma Olmütz;FC Hansa Rostock;150 Tsd. €
SK Sigma Olmütz;FC Hansa Rostock;6430;Oldrich Machala;27;def;NA;150000;1991;0;0;NA;SK Sigma Olmütz;FC Hansa Rostock;150 Tsd. €
